ID,country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,personal_income,business_expenses,business_turnover,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender,Target
ID_DUMMY000510,zimbabwe,39.371146593070364,No,Yes,No,Don't know or N/A,No,90058.16627597567,7117.683307522269,1617.104984811003,2.242414582282474,Never had,Have now,Yes,Yes,Female,No,Yes,Have now,No,Don't know or N/A,Don't know or N/A,Yes,No,Don't know,Yes,Yes,Have now,Have now,Have now,Yes,103.17536097739747,Used to have but don't have now,Never had,No,Have now,Used to have but don't have now,Medium
ID_DUMMY000511,eswatini,19.553540958079374,Don't know or N/A,Yes,Yes,Yes,Yes,469.21825550149987,11433.845652771202,1104.1294249465413,0.6733861176990653,Never had,Never had,No,Yes,Female,"Yes, sometimes",Yes,Used to have but don't have now,"Yes, always",Yes,No,Yes,No,Don't know,No,No,Have now,Have now,Used to have but don't have now,Yes,23.570305904642087,Have now,Have now,Yes,Used to have but don't have now,Never had,Medium
ID_DUMMY000512,zimbabwe,62.84963907487608,Yes,No,Yes,Don't know or N/A,Don't know or N/A,77027.50391234178,30582.106138198887,1357.9325269492747,1.3056987900925896,Have now,Never had,,No,Female,No,Yes,Never had,No,Yes,No,Yes,Yes,Yes,No,No,Have now,Have now,Never had,Yes,66.31947213320979,Used to have but don't have now,Used to have but don't have now,No,Have now,Used to have but don't have now,Medium
ID_DUMMY000513,zimbabwe,57.72321311341929,No,Yes,No,Don't know or N/A,Don't know or N/A,288.42667594181955,1518.021840668061,250.85007508709694,1.024494725853495,Have now,Have now,Yes,No,Male,"Yes, always",Yes,Used to have but don't have now,"Yes, sometimes",Don't know or N/A,No,Yes,Yes,Don't know,Yes,No,Have now,Used to have but don't have now,Never had,No,33.437167573804366,Used to have but don't have now,Have now,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_DUMMY000514,lesotho,32.70549687189018,Yes,No,No,Yes,Don't know or N/A,1014.0977639972432,481.83262736325946,8103.092364547646,13.094964595202686,Have now,Used to have but don't have now,Yes,No,Female,"Yes, always",Yes,Used to have but don't have now,"Yes, always",Don't know or N/A,No,No,No,No,No,Yes,Have now,Used to have but don't have now,Used to have but don't have now,No,116.3911830414229,Used to have but don't have now,Never had,No,Used to have but don't have now,Never had,Medium
ID_DUMMY000515,zimbabwe,26.74164648324976,Don't know or N/A,Yes,Yes,No,No,4633.569748605038,6815.391085414285,717.839885781676,2.289511561743342,Never had,Have now,No,No,Male,No,No,Used to have but don't have now,"Yes, sometimes",No,No,No,No,Don't know,No,Yes,Have now,Used to have but don't have now,Have now,Yes,10.44206619633465,Have now,Have now,No,Never had,Have now,Low
ID_DUMMY000516,eswatini,54.15670250032852,Don't know or N/A,No,Yes,Yes,Yes,4394.966825730994,494.31776436172686,4319.858699000288,5.585377667199042,Never had,Never had,Yes,Yes,Female,"Yes, always",Yes,Used to have but don't have now,"Yes, always",Yes,Yes,Yes,Yes,Don't know,No,Yes,Never had,Used to have but don't have now,Used to have but don't have now,No,26.460511612277653,Used to have but don't have now,Have now,Yes,Used to have but don't have now,Never had,Medium
ID_DUMMY000517,eswatini,44.90328769242121,Don't know or N/A,Yes,Yes,Don't know or N/A,Yes,1610.6338203149687,311.7249730191126,366.4911376105184,0.0032680215703518455,Never had,Never had,,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",Don't know or N/A,Yes,No,No,Don't know,Yes,No,Never had,Used to have but don't have now,Have now,Yes,104.48028409506212,Have now,Have now,Yes,Have now,Never had,Low
ID_DUMMY000518,eswatini,46.41780803615092,Yes,Yes,Yes,No,Yes,34820.48022877153,421.59215082108994,4126.1335721758805,3.0654324691254775,Used to have but don't have now,Used to have but don't have now,Yes,Yes,Male,"Yes, always",Yes,Have now,"Yes, always",Yes,No,No,No,Don't know,No,Yes,Have now,Have now,Have now,Yes,42.146326481853706,Used to have but don't have now,Never had,No,Have now,Never had,Medium
ID_DUMMY000519,eswatini,39.627292805549175,Yes,Yes,No,No,Don't know or N/A,483.2978672913583,269.14235431304223,543.4821146847299,1.3600060034847197,Never had,Used to have but don't have now,No,Yes,Female,"Yes, always",Yes,Have now,No,No,Don't know or N/A,Yes,No,Don't know,No,No,Have now,Used to have but don't have now,Have now,No,109.01214622552503,Have now,Have now,No,Have now,Used to have but don't have now,Low
ID_DUMMY000520,zimbabwe,13.141225200100337,Yes,Yes,Yes,Don't know or N/A,No,42.88832715968803,441.2899900785923,4120.937046261631,3.339984135452396,Have now,Have now,No,No,Female,"Yes, sometimes",No,Have now,"Yes, always",Yes,Don't know or N/A,No,No,Yes,Yes,No,Have now,Used to have but don't have now,Never had,No,51.598225694527166,Have now,Never had,No,Used to have but don't have now,Never had,Medium
ID_DUMMY000521,zimbabwe,33.68502572179095,Don't know or N/A,Yes,Yes,Yes,Yes,47890.649540317594,615.5199036260221,3602.4886329055607,0.15468674449368608,Have now,Have now,Yes,No,Female,"Yes, always",Yes,Have now,"Yes, sometimes",Yes,No,No,Yes,Yes,No,No,Have now,Have now,Never had,No,24.533804695712767,Used to have but don't have now,Never had,No,Never had,Never had,Low
ID_DUMMY000522,malawi,41.69508568104956,Don't know or N/A,No,No,Yes,Yes,42.050321850529,3471.39158242349,2664.3454850214525,3.5652599627986885,Used to have but don't have now,Have now,Yes,No,Female,"Yes, always",No,Used to have but don't have now,"Yes, always",No,Don't know or N/A,No,No,Don't know,Yes,Yes,Used to have but don't have now,Have now,Have now,No,60.153077355087525,Used to have but don't have now,Never had,No,Used to have but don't have now,Have now,Medium
ID_DUMMY000523,eswatini,14.990644726016939,Yes,No,No,No,Yes,93844.39333456449,712.534777087827,3032.6497701009434,0.12644371955660194,Never had,Have now,,Yes,Female,No,No,Have now,No,No,Don't know or N/A,No,Yes,Yes,No,Yes,Used to have but don't have now,Used to have but don't have now,Used to have but don't have now,Yes,53.88465215161511,Never had,Have now,No,Never had,Have now,Low
ID_DUMMY000524,eswatini,33.162004861134896,No,Yes,No,Yes,Don't know or N/A,5761.87067625121,112.64479435135017,6981.663572575272,0.9527529148633623,Have now,Have now,,No,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",Don't know or N/A,Yes,No,Yes,No,Yes,Yes,Used to have but don't have now,Never had,Have now,No,45.5701827503181,Used to have but don't have now,Have now,Yes,Have now,Have now,Low
ID_DUMMY000525,lesotho,34.59984570405024,No,Yes,Yes,Don't know or N/A,Don't know or N/A,36838.48750428063,491.27171682104716,3446.851596954453,7.408994031594318,Never had,Have now,,Yes,Male,No,No,Never had,"Yes, sometimes",No,Don't know or N/A,Yes,No,No,Yes,Yes,Have now,Never had,Never had,No,28.431998988797837,Never had,Have now,No,Never had,Have now,Medium
ID_DUMMY000526,lesotho,48.22609286548245,Don't know or N/A,Yes,No,No,Yes,120236.71053903243,842.7362865776628,6024.433015167223,0.34227859051140086,Have now,Have now,No,Yes,Female,"Yes, sometimes",Yes,Used to have but don't have now,"Yes, always",No,Yes,Yes,Yes,No,No,No,Never had,Have now,Used to have but don't have now,No,2.2986582661503485,Used to have but don't have now,Never had,No,Used to have but don't have now,Have now,Medium
ID_DUMMY000527,lesotho,41.17681047446734,Yes,No,Yes,Don't know or N/A,No,39804.830916813466,373.06453418778426,6911.967186707214,2.1162395363326136,Have now,Used to have but don't have now,,Yes,Male,No,Yes,Have now,"Yes, always",Yes,Yes,Yes,Yes,Don't know,Yes,Yes,Never had,Have now,Have now,No,3.6124646653582726,Never had,Have now,No,Never had,Have now,Medium
ID_DUMMY000528,lesotho,41.10102981338047,Don't know or N/A,Yes,No,Don't know or N/A,No,4936.840313315589,921.1809012997185,2661.07040761,4.726842243809473,Used to have but don't have now,Never had,,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,Yes,Yes,Yes,Yes,Yes,No,Never had,Never had,Never had,Yes,81.41999619511654,Never had,Never had,No,Have now,Have now,Medium
ID_DUMMY000529,lesotho,50.42985510996276,Yes,No,No,Yes,Don't know or N/A,1198.6137359486156,288.9168000769992,10092.430887814553,1.6537554628434192,Used to have but don't have now,Used to have but don't have now,No,Yes,Male,"Yes, always",Yes,Never had,"Yes, always",Don't know or N/A,No,Yes,No,Don't know,Yes,No,Used to have but don't have now,Never had,Have now,Yes,115.60323845352455,Never had,Used to have but don't have now,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_DUMMY000530,malawi,50.51256151035753,No,No,No,Yes,Yes,56689.33356668638,443.20351264563766,1196.089088383465,2.924138463799997,Used to have but don't have now,Have now,No,Yes,Female,"Yes, sometimes",No,Never had,No,No,No,Yes,No,Don't know,No,Yes,Never had,Never had,Never had,No,31.32582314818177,Never had,Used to have but don't have now,Yes,Never had,Used to have but don't have now,Medium
ID_DUMMY000531,malawi,51.95884612695337,Don't know or N/A,Yes,No,No,No,1172.6357144378928,2866.1349471049266,1283.1771234319776,0.31900575565085665,Never had,Used to have but don't have now,,Yes,Female,"Yes, always",Yes,Have now,"Yes, always",Yes,Yes,No,Yes,No,No,No,Have now,Have now,Used to have but don't have now,Yes,11.083263373365423,Have now,Have now,No,Used to have but don't have now,Never had,Low
ID_DUMMY000532,eswatini,43.88868433865873,Don't know or N/A,Yes,Yes,Yes,Don't know or N/A,300.25052826288857,1246.1501210216443,8.297508195998285,1.4161839422852345,Never had,Never had,No,Yes,Female,"Yes, sometimes",No,Used to have but don't have now,No,Yes,Yes,Yes,No,Yes,Yes,No,Used to have but don't have now,Have now,Never had,No,56.51523029216802,Have now,Used to have but don't have now,Yes,Have now,Never had,Low
ID_DUMMY000533,eswatini,54.47193419856179,No,Yes,No,No,Yes,14112.478789931905,2208.3622864576673,27939.904335725278,11.735808918792035,Never had,Used to have but don't have now,,Yes,Female,"Yes, always",Yes,Never had,"Yes, always",Don't know or N/A,Yes,No,No,No,Yes,No,Never had,Used to have but don't have now,Used to have but don't have now,Yes,98.08894167673313,Never had,Never had,No,Used to have but don't have now,Have now,Medium
ID_DUMMY000534,eswatini,28.61300175010195,Yes,No,No,No,No,98196.55338666227,4439.456981090256,1181.0988146345742,11.295849030154477,Never had,Never had,,Yes,Male,"Yes, sometimes",No,Used to have but don't have now,"Yes, sometimes",Yes,No,Yes,No,Yes,Yes,No,Never had,Used to have but don't have now,Never had,No,109.10103168643029,Used to have but don't have now,Used to have but don't have now,No,Never had,Used to have but don't have now,High
ID_DUMMY000535,eswatini,53.62744176619533,No,No,Yes,Don't know or N/A,No,326.1681269209433,318.3746257213935,604.5827182536888,1.0205814740946557,Have now,Have now,,Yes,Female,No,No,Used to have but don't have now,No,Don't know or N/A,Yes,No,No,No,Yes,No,Have now,Have now,Have now,No,41.052914503631285,Never had,Used to have but don't have now,No,Used to have but don't have now,Used to have but don't have now,Low
ID_DUMMY000536,lesotho,54.6769968051439,No,No,Yes,Don't know or N/A,No,1776.3059880141943,1860.7919441879642,647.6610836395853,3.7906147377303485,Never had,Have now,No,No,Female,No,Yes,Never had,"Yes, sometimes",Don't know or N/A,Don't know or N/A,Yes,No,Don't know,Yes,Yes,Never had,Used to have but don't have now,Have now,Yes,34.5534411211191,Have now,Never had,Yes,Used to have but don't have now,Never had,Medium
ID_DUMMY000537,eswatini,17.052940294962678,No,Yes,Yes,Don't know or N/A,Don't know or N/A,2598.609849701244,140.8263317840985,64672.85227988357,0.8980593310915677,Have now,Have now,Yes,No,Female,No,No,Used to have but don't have now,No,No,Yes,No,No,Don't know,Yes,Yes,Used to have but don't have now,Used to have but don't have now,Have now,Yes,13.989968946683607,Used to have but don't have now,Never had,Yes,Used to have but don't have now,Never had,Low
ID_DUMMY000538,lesotho,50.93635266609666,Yes,Yes,No,Yes,No,3683.0908463589567,7299.491859908487,394.1104660007277,5.374401002359871,Have now,Never had,,Yes,Male,"Yes, always",Yes,Never had,"Yes, sometimes",Yes,Yes,Yes,Yes,Yes,No,No,Never had,Have now,Have now,No,111.78658971713772,Never had,Used to have but don't have now,No,Have now,Have now,Medium
ID_DUMMY000539,malawi,43.16824097600404,Yes,No,No,Don't know or N/A,Don't know or N/A,37975.89898330525,3290.3135861936184,3040.273000259061,2.5501195976414404,Have now,Used to have but don't have now,,Yes,Female,"Yes, always",No,Have now,"Yes, sometimes",Yes,No,No,No,Don't know,Yes,No,Used to have but don't have now,Used to have but don't have now,Used to have but don't have now,No,39.215364702933286,Used to have but don't have now,Have now,Yes,Have now,Never had,Low
ID_DUMMY000540,lesotho,38.52749279685131,Yes,No,No,Don't know or N/A,Yes,3593.007047460053,201.2794846185982,138831.74566110392,0.6318375474465349,Never had,Never had,,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,No,Don't know,No,Yes,Used to have but don't have now,Have now,Never had,Yes,117.66818724728682,Used to have but don't have now,Never had,Yes,Used to have but don't have now,Have now,Low
ID_DUMMY000541,eswatini,58.196728663042876,Don't know or N/A,Yes,No,No,Don't know or N/A,9939.148587341446,1221.7692497701846,1234.0094397814462,3.7995542209415816,Used to have but don't have now,Have now,,Yes,Female,No,Yes,Used to have but don't have now,No,No,Yes,No,No,Yes,Yes,No,Used to have but don't have now,Have now,Have now,Yes,12.39180106500581,Used to have but don't have now,Never had,Yes,Never had,Have now,Low
ID_DUMMY000542,lesotho,43.09303048171301,Yes,Yes,No,Don't know or N/A,Don't know or N/A,248.757580273761,1810.3303580540505,1367.218567131472,8.539120402026764,Never had,Have now,Yes,No,Male,"Yes, always",No,Used to have but don't have now,No,No,Yes,No,Yes,Yes,Yes,Yes,Never had,Used to have but don't have now,Used to have but don't have now,Yes,118.02806478163956,Have now,Have now,No,Used to have but don't have now,Have now,Low
ID_DUMMY000543,eswatini,17.106309305471306,Don't know or N/A,No,Yes,No,No,533.3777932563636,589.6868892637227,54059.3493043418,1.2842878401807567,Never had,Have now,No,No,Male,"Yes, always",Yes,Have now,No,No,No,No,Yes,Yes,Yes,Yes,Never had,Never had,Used to have but don't have now,Yes,73.67643675902792,Used to have but don't have now,Never had,No,Used to have but don't have now,Used to have but don't have now,Low
ID_DUMMY000544,malawi,45.83243547301164,Don't know or N/A,No,No,Yes,Don't know or N/A,135.01582882535016,5563.799854208274,774.3125680247969,8.593367431283085,Never had,Used to have but don't have now,No,Yes,Male,"Yes, always",Yes,Never had,"Yes, sometimes",Yes,Don't know or N/A,No,Yes,No,Yes,Yes,Never had,Used to have but don't have now,Used to have but don't have now,No,57.28204777468816,Used to have but don't have now,Used to have but don't have now,Yes,Have now,Never had,Medium
ID_DUMMY000545,malawi,24.554037176989,Yes,No,Yes,Yes,Don't know or N/A,182.32004463861225,456.962353701842,11720.35006643614,1.1726618780401754,Have now,Have now,No,Yes,Male,"Yes, always",No,Used to have but don't have now,No,Don't know or N/A,Don't know or N/A,Yes,Yes,Don't know,Yes,Yes,Never had,Have now,Used to have but don't have now,Yes,10.16260102503682,Used to have but don't have now,Never had,Yes,Used to have but don't have now,Have now,Low
ID_DUMMY000546,malawi,21.76784709427789,Yes,No,No,Yes,No,10.33657735137467,557.3880702842303,4881.136884451578,2.3981795446533662,Never had,Have now,No,Yes,Male,No,No,Have now,"Yes, sometimes",Don't know or N/A,Yes,Yes,No,Don't know,No,Yes,Never had,Used to have but don't have now,Used to have but don't have now,No,97.00868866724291,Have now,Never had,No,Used to have but don't have now,Never had,Medium
ID_DUMMY000547,lesotho,35.06288071460797,Yes,Yes,Yes,Don't know or N/A,Yes,29965.484107040094,66.37944534199272,898.4424066005347,13.482205126989522,Have now,Have now,No,No,Female,No,No,Have now,No,Don't know or N/A,No,No,No,Don't know,No,No,Used to have but don't have now,Used to have but don't have now,Used to have but don't have now,Yes,14.237251888989636,Have now,Have now,Yes,Used to have but don't have now,Have now,Low
ID_DUMMY000548,malawi,42.285086679100694,Don't know or N/A,Yes,No,Don't know or N/A,No,7320.525855587043,510.4486067789832,1923.6771603501584,3.2274663257359943,Have now,Have now,,Yes,Female,"Yes, sometimes",Yes,Used to have but don't have now,"Yes, always",No,No,Yes,No,Don't know,No,No,Have now,Used to have but don't have now,Have now,Yes,48.92977260032787,Used to have but don't have now,Never had,No,Never had,Used to have but don't have now,Medium
ID_DUMMY000549,malawi,45.44210455065361,Don't know or N/A,No,Yes,No,Don't know or N/A,417.9709495772687,1198.0809320769843,4041.4972205440276,6.272003882624176,Used to have but don't have now,Never had,Yes,No,Male,"Yes, always",No,Never had,No,No,No,Yes,No,No,No,No,Used to have but don't have now,Have now,Never had,No,8.214054307922014,Used to have but don't have now,Never had,No,Never had,Have now,Medium
